,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Energ_Kcal
6021,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,CHOIC,CKD,RSTD",46.1,22.8,30.49,0.9,0.0,0.0,,0.088,0.37,0.0,0.0,,,12.29,13.04,1.05,0.01,0.00233,0.02,0.172,0.29,0.064,0.0057599999999999995,1.3e-05,0.000212,0.0,7.000000000000001e-05,0.00019,0.00364,0.00023,7e-05,0.0,7e-05,7e-05,,2.33e-05,0.0,,,,,,,,0.085,85.0,3 oz,290.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",16.0,372
6022,"CHICKEN,CORNISH GAME HENS,MEAT&SKN,RAW",68.18,17.15,14.02,0.8,0.0,0.0,0.0,0.049,0.609,108.0,32.0,,,3.89,6.16,2.77,0.011,0.00078,0.018,0.14,0.236,0.061,0.00115,1.6e-05,0.00011800000000000001,0.0005,7.3e-05,0.00017,0.0056749999999999995,0.00029499999999999996,3e-05,0.0,3e-05,3e-05,,3.3e-06,0.00032,0.0,0.0,0.0,0.0,0.0,0.00028000000000000003,2.4e-05,0.101,85.0,3 oz,168.0,.5 bird,39.0,200
6023,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",87.8,1.23,0.07,0.86,10.05,,,0.036,0.154,3339.0,167.0,0.0,0.0,0.014,0.005,0.029,0.019,0.00058,0.009,0.014,0.133,0.002,0.00011999999999999999,0.00017299999999999998,5e-06,0.0035,5e-05,3.9e-05,0.000464,6.900000000000001e-05,0.00016,0.0,0.00016,0.00016,,0.0,0.0,,,,,,,,0.0,240.0,"1 cup, mashed",,,0.0,39
6024,"FAST FOODS,HAM,EGG,&CHS SNDWCH",51.15,13.46,11.4,2.35,21.64,,,0.085,0.66,393.0,116.0,,,5.175,4.017,1.182,0.148,0.00217,0.018,0.242,0.147,0.703,0.00139,0.00017,0.000227,0.0019,0.0003,0.00039,0.00294,0.00011,0.00053,0.00023,0.0003,0.00069,,8.6e-06,0.00115,,,,,,,,0.172,143.0,1 sandwich,,,0.0,243
6025,"ICE CRM SNDWCH,MADE W/ LT ICE CRM,VANILLA",52.63,4.29,3.04,0.39,39.64,0.0,17.86,0.09,,321.0,96.0,0.0,0.0,0.821,0.942,0.805,0.03,8.999999999999999e-05,0.01,0.026,0.041,0.146,0.00020999999999999998,,1.1000000000000001e-05,0.0,3.9e-05,5.2e-05,0.000555,1e-05,0.00012,0.0001,2e-05,0.00019,0.0028,2e-07,0.00096,0.0,0.0,0.0,0.0,2e-05,0.00014000000000000001,5e-06,0.007,70.0,1 serving,,,0.0,186
6026,"ALCOHOLIC BEV,BEER,LT,BUDWEISER SEL",95.3,0.2,0.0,0.08,0.87,0.0,,0.001,,,,,,,,,0.004,0.0,0.006,,0.026,0.003,1e-05,7e-06,,,,,,,,,,,,,,,,,,,,,0.0,30.0,1 fluid ounce,355.0,12 fluid ounce,0.0,28
6027,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",88.06,0.77,0.14,0.36,10.66,1.6,6.89,0.032,0.262,1150.0,58.0,0.0,0.0,0.021,0.02,0.036,0.022,8e-05,0.009,0.018,0.135,0.0,7.000000000000001e-05,2.2e-05,1e-06,0.0312,4.2999999999999995e-05,3.1e-05,0.000204,5.3e-05,0.00013,0.0,0.00013,0.00013,0.0077,0.0,0.0,3e-05,0.00686,6e-05,0.01419,5e-05,0.00013000000000000002,0.0,0.0,230.0,"1 cup, sections with juice",123.0,".5 fruit,  (3-3/4"" dia)",49.0,42
6028,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",3.05,17.0,53.76,5.0,21.19,9.3,0.49,1.61,0.693,67.0,3.0,0.0,0.0,7.529,20.302,23.564,0.426,0.00895,0.095,0.732,0.414,0.115,0.00462,0.001456,0.00034399999999999996,0.0,0.00122,0.00047299999999999995,0.00545,0.000149,0.00098,0.0,0.00098,0.00098,0.0258,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.00025,0.0,0.0,15.0,1 tbsp,28.35,1 oz,0.0,595
6029,"MACARONI,WHOLE-WHEAT,CKD",67.15,5.33,0.54,0.44,26.54,2.8,0.8,0.167,0.419,3.0,0.0,0.0,0.0,0.099,0.075,0.213,0.015,0.00106,0.03,0.089,0.044,0.003,0.0008100000000000001,0.001379,0.000259,0.0,0.000108,4.4999999999999996e-05,0.000707,7.9e-05,5e-05,0.0,5e-05,5e-05,0.0107,0.0,0.0,0.0,2e-05,0.0,0.0,0.00081,0.0003,7e-06,0.0,140.0,"1 cup, elbow shaped",,,0.0,124
6030,"CHEESE FD,PAST PROCESS,AMERICAN,WO/ ADDED VITAMIN D",44.0,16.86,25.63,4.96,8.56,0.0,5.59,0.034,0.855,890.0,240.0,2.5,102.0,15.057,6.846,1.049,0.682,0.00026000000000000003,0.027,0.438,0.255,1.441,0.00231,2.5e-05,0.00019600000000000002,0.0,3.5000000000000004e-05,0.00035999999999999997,0.000155,0.000102,7e-05,0.0,7e-05,7e-05,0.0299,1.3300000000000001e-05,0.00235,1e-05,0.00058,0.00011,0.0,0.00023,0.00063,2.6000000000000002e-05,0.098,113.0,1 cup,28.35,1 oz,0.0,330
6031,"BLACKBERRIES,FRZ,UNSWTND",82.21,1.18,0.43,0.51,15.67,5.0,10.67,0.12,0.151,114.0,6.0,0.0,0.0,0.015,0.041,0.245,0.029,0.0008,0.022,0.03,0.14,0.001,0.00025,0.0012230000000000001,4e-06,0.0031,2.9e-05,4.6e-05,0.0012070000000000002,6.1e-05,0.00034,0.0,0.00034,0.00034,0.0085,0.0,0.0,0.0,0.00068,0.0,0.0,0.00118,0.00117,0.00019800000000000002,0.0,151.0,"1 cup, unthawed",510.0,"1 package,  (18 oz)",0.0,64
6032,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,HTD,RSTD",62.94,22.88,10.93,2.98,0.33,0.0,0.33,0.193,0.539,38.0,11.0,,,3.545,5.12,1.351,0.007,0.00111,0.02,0.244,0.424,0.801,0.00282,2.2e-05,0.000445,0.0,0.000289,0.000185,0.00719,0.000358,3e-05,0.0,3e-05,3e-05,0.091,6.4e-06,0.00011,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.074,85.0,"1 serving,  (3 oz)",3170.0,"1 roast, shank",15.0,191
6033,"MCDONALD'S,SPICY BUFFALO SAU",76.0,0.54,15.45,6.2,1.81,1.5,0.0,0.037,0.104,1028.0,51.0,,,2.277,3.222,8.433,0.009,0.00035,0.006,0.011,0.1,2.14,5.9999999999999995e-05,4.6e-05,,0.0,2.8e-05,5.5e-05,0.000406,0.000236,0.0,,0.0,,,0.0,,,0.00617,,,,0.00271,,0.0,43.0,1.5 oz,,,0.0,142
6034,"SESAME STKS,WHEAT-BASED,UNSALTED",2.0,10.9,36.7,3.9,46.5,,,0.406,0.234,88.0,4.0,,,6.48,10.91,17.42,0.17,0.00074,0.045,0.138,0.177,0.029,0.00117,0.0009040000000000001,0.000171,0.0,0.000123,6.3e-05,0.001552,8.599999999999999e-05,0.00022,0.0,0.00022,0.00022,,0.0,0.0,,,,,,,,0.0,28.0,1 oz,57.0,2 oz,0.0,541
6035,"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",63.36,26.18,8.28,2.8,0.17,0.0,0.02,0.115,0.464,44.0,13.0,,,2.427,3.206,1.064,0.012,0.00115,0.022,0.28,0.344,0.821,0.00287,2.2e-05,0.000482,0.0,0.000306,0.000247,0.00852,0.000376,1e-05,0.0,1e-05,1e-05,0.1274,5.7999999999999995e-06,0.00013,0.0,0.0,0.0,0.0,0.0,0.00023999999999999998,0.0,0.08,85.0,"1 serving,  (3 oz)",445.0,1 slice,3.0,180
6036,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",83.14,0.37,0.1,0.26,16.16,1.6,4.35,0.04,0.135,6.0,0.0,0.0,0.0,0.04,0.01,0.05,0.005,0.00023999999999999998,0.009,0.012,0.131,0.003,5e-05,0.0001,4e-06,0.0173,1e-05,3.1e-05,0.000163,0.0001,3e-05,0.0,3e-05,3e-05,0.004900000000000001,0.0,0.0,0.0,3e-05,2e-05,0.0,8e-05,2e-05,3e-06,0.0,16.0,1 tbsp,170.0,"1 jar,  NFS",0.0,66
6037,"BEANS,BKD,CND,W/BF",71.33,6.38,3.45,1.94,16.91,,,0.3,0.183,213.0,11.0,0.0,0.0,1.677,1.385,0.205,0.045,0.0016,0.025,0.081,0.32,0.475,0.0012,0.0006,9.6e-05,0.0018,5.2e-05,4.4999999999999996e-05,0.00094,8.999999999999999e-05,0.00043,0.0,0.00043,0.00043,,0.0,0.0,,,,,,,,0.022,266.0,1 cup,,,0.0,121
6038,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",55.67,32.67,11.19,1.01,0.0,0.0,0.0,0.085,0.645,0.0,0.0,,,4.247,4.772,0.431,0.008,0.00264,0.022,0.208,0.269,0.043,0.00558,1.2e-05,0.000326,0.0,8.2e-05,0.000164,0.0055119999999999995,0.000429,0.0001,0.0,0.0001,0.0001,0.12440000000000001,1.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,1.7e-05,0.098,85.0,3 oz,226.0,"1 steak,  (yield from raw steak weighing 340g)",3.0,240
6039,"CEREALS RTE,GENERAL MILLS,WHL GRAIN TOTAL",2.67,8.4,2.1,12.1,74.7,9.1,16.4,0.349,33.333,1667.0,498.0,8.3,333.0,0.6,0.3,0.8,3.333,0.06,0.08,0.267,0.306,0.47,0.05,0.0034460000000000003,3.9e-05,0.2,0.005,0.0057,0.06670000000000001,0.006667,0.01333,0.01314,0.00019,0.02253,0.0251,0.0002,0.00498,0.0,4e-05,0.0,0.0,0.00168,0.045,1.6e-05,0.0,30.0,".75 cup,  (1 NLEA serving)",,,0.0,320
6040,"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",81.4,2.38,0.4,1.93,13.89,1.2,4.76,,,198.0,,0.4,16.0,0.198,0.0,0.198,0.06,0.0007099999999999999,0.016,0.079,0.179,0.238,0.00011999999999999999,,,0.001,5.9999999999999995e-05,0.000101,0.0011899999999999999,0.0,0.0004,,,,,0.0,,,,,,,0.0,,0.002,252.0,"1 cup,  (1 serving)",,,0.0,67
6041,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD",55.31,23.58,21.65,0.96,0.0,,,0.137,0.717,,,,,10.324,8.537,0.822,0.028,0.0017800000000000001,0.021,0.183,0.288,0.085,0.005849999999999999,1.4e-05,4.5e-05,,9.4e-05,0.00026700000000000004,0.004415,0.000204,,,,,,3.29e-05,,,,,,,,,0.089,85.0,3 oz,262.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",22.0,296
6042,"MILK,PRODUCER,FLUID,3.7% MILKFAT",87.69,3.28,3.66,0.72,4.65,0.0,,0.01,0.313,138.0,33.0,,,2.278,1.057,0.136,0.119,5e-05,0.013,0.093,0.151,0.049,0.00038,4e-06,2e-05,0.0015,3.8e-05,0.000161,8.400000000000001e-05,4.2000000000000004e-05,5e-05,0.0,5e-05,5e-05,,3.6e-06,0.00031,,,,,,,,0.014,244.0,1 cup,976.0,1 quart,0.0,64
6043,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW",70.08,20.64,8.55,1.03,0.0,0.0,0.0,0.07,0.594,0.0,0.0,,,3.14,4.246,0.394,0.025,0.00149,0.021,0.189,0.317,0.052,0.0035800000000000003,1.1e-05,0.000231,0.0,6.4e-05,0.0001,0.0060869999999999995,0.0005629999999999999,0.00011,0.0,0.00011,0.00011,0.0862,1.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,1.3000000000000001e-05,0.066,85.0,3 oz,261.0,1 roast,1.0,165
6044,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD",69.53,21.28,4.7,3.49,1.15,0.0,1.15,0.089,0.618,38.0,11.0,,,1.536,2.127,0.634,0.01,0.00087,0.019,0.221,0.264,1.267,0.0020800000000000003,2.2e-05,0.000434,0.0,0.00033,0.000188,0.00404,0.000335,2e-05,0.0,2e-05,2e-05,0.094,4.9e-06,0.00011,0.0,0.0,0.0,0.0,0.0,0.00020999999999999998,1e-06,0.066,85.0,"1 serving,  (3 oz)",2533.0,"1 roast, rump",26.0,131
6045,SILK RASPBERRY SOY YOGURT,77.59,2.35,1.18,1.24,17.65,0.6,12.94,,,0.0,,,,0.0,,,0.176,0.00064,,,,0.015,,,,0.0176,,,,,,,,,,,,,,,,,,,0.0,170.0,1 container,,,0.0,88
6046,"BEEF,CHUCK,UND BL STEAK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",58.11,31.35,10.41,1.42,0.0,0.0,0.0,0.101,0.78,6.0,2.0,0.1,5.0,3.981,5.041,0.516,0.014,0.00321,0.022,0.207,0.308,0.065,0.011380000000000001,1.6e-05,0.000357,0.0,7.199999999999999e-05,0.000254,0.003976,0.000326,8e-05,0.0,8e-05,8e-05,0.0995,3.48e-05,2e-05,0.0,0.0,0.0,0.0,0.0,8.999999999999999e-05,1.6e-05,0.107,85.0,3 oz,,,20.0,219
6047,"TOFU,DRIED-FROZEN (KOYADOFU)",5.78,47.94,30.34,1.38,14.56,7.2,,1.179,0.415,518.0,26.0,0.0,0.0,4.388,6.701,17.128,0.364,0.00973,0.059,0.483,0.02,0.006,0.004900000000000001,0.003689,0.000543,0.0007,0.000494,0.000317,0.001189,0.00028599999999999996,0.00092,0.0,0.00092,0.00092,,0.0,0.0,,,,,,,,0.0,17.0,1 piece,,,0.0,480
6048,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",80.4,0.39,0.07,0.23,18.91,1.0,17.91,0.069,0.06,205.0,10.0,0.0,0.0,0.01,0.013,0.031,0.006,0.00029,0.005,0.011,0.088,0.006,8e-05,0.00014399999999999998,5e-06,0.0019,1.7999999999999997e-05,1.9e-05,0.000374,5e-05,3e-05,0.0,3e-05,3e-05,0.0037,0.0,0.0,0.0,0.00104,0.00039,0.0,0.00075,0.0004,2.6000000000000002e-05,0.0,248.0,1 cup,,,0.0,73
6049,"VEAL,GROUND,RAW",66.16,18.58,13.06,0.93,0.0,0.0,0.0,0.088,0.67,0.0,0.0,1.3,51.0,5.108,6.159,0.732,0.012,0.0013700000000000001,0.031,0.197,0.198,0.103,0.0025099999999999996,8e-06,0.00013099999999999999,0.0,0.00011300000000000001,0.00028000000000000003,0.00552,0.000446,3e-05,0.0,3e-05,3e-05,0.0965,2.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00049,1.4e-05,0.049,85.0,3 oz,28.35,1 oz,0.0,197
6050,"WHEAT FLOUR,WHOLE-GRAIN",10.74,13.21,2.5,1.58,71.97,10.7,0.41,0.41,0.603,9.0,0.0,0.0,0.0,0.43,0.283,1.167,0.034,0.0036,0.137,0.357,0.363,0.002,0.0026,0.004067,0.000618,0.0,0.000502,0.000165,0.004957,0.00040699999999999997,0.00044,0.0,0.00044,0.00044,0.0312,0.0,0.0,0.0,5e-05,0.0,0.0,0.0022,0.0007099999999999999,1.8999999999999998e-05,0.0,120.0,1 cup,,,0.0,340
6051,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",90.1,0.52,0.1,0.32,8.96,0.1,8.86,0.038,0.13,7.0,0.0,0.0,0.0,0.013,0.013,0.023,0.007,0.0002,0.01,0.011,0.153,0.001,8.999999999999999e-05,2e-05,1e-06,0.0292,4.2000000000000004e-05,2e-05,0.000231,2e-05,0.0001,0.0,0.0001,0.0001,0.0077,0.0,0.0,2e-05,3e-05,1e-05,0.0,0.0001,4e-05,0.0,0.0,247.0,1 cup,30.9,1 fl oz,0.0,38
6052,"SUNFLOWER SD FLR,PART DEFATTED",7.47,48.06,1.61,7.04,35.83,5.2,,1.713,6.595,49.0,2.0,0.0,0.0,0.138,0.252,0.87,0.114,0.00662,0.346,0.689,0.067,0.003,0.00495,0.001975,0.000582,0.0013,0.0031869999999999997,0.000266,0.007313,0.000753,0.00222,0.0,0.00222,0.00222,,0.0,0.0,,,,,,,,0.0,64.0,1 cup,4.0,1 tbsp,0.0,326
6053,SILK PLN SOY YOGURT,84.67,2.64,1.76,1.24,9.69,0.4,5.29,,,0.0,,1.3,53.0,0.22,,,0.132,,,,,0.013,,,,0.0132,,,,,,,,,,,,,,,,,,,0.0,227.0,1 container,,,0.0,66
6054,"TARO,COOKED,WITH SALT",63.8,0.52,0.11,0.97,34.6,5.1,0.49,0.201,0.336,84.0,4.0,0.0,0.0,0.023,0.009,0.046,0.018,0.0007199999999999999,0.03,0.076,0.484,0.251,0.00027,0.000449,9e-06,0.005,0.000107,2.8e-05,0.00051,0.000331,0.00019,0.0,0.00019,0.00019,0.0213,0.0,0.0,0.0,0.00039,0.00022,0.0,0.0,0.0029300000000000003,1.2e-05,0.0,132.0,"1 cup, slices",,,0.0,142
6055,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARS,FRZ,RAW",61.25,22.45,15.1,0.6,0.6,0.0,,0.006,0.068,0.0,0.0,,,5.39,6.86,1.61,0.021,0.0024,0.007,0.041,0.055,0.191,0.00019,1.2e-05,4.2999999999999995e-05,0.0,8e-05,0.00011,0.00078,2e-05,0.0,0.0,0.0,0.0,,7.000000000000001e-07,0.0,,,,,,,,0.082,28.0,1 oz,113.0,1 ear,5.0,234
6056,BRATWURST  VEAL  CKD,53.51,13.99,31.7,0.8,0.0,0.0,0.0,0.081,0.958,0.0,0.0,,,14.94,13.0,1.614,0.011,0.00074,0.016,0.15,0.231,0.06,0.0020499999999999997,4.9000000000000005e-05,0.000192,0.0,5.4e-05,0.000192,0.00543,0.000307,9e-05,0.0,9e-05,9e-05,,9.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,0.079,84.0,"1 serving,  2.96 oz",,,0.0,341
6057,"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",94.0,1.61,0.22,0.42,3.75,2.7,1.05,0.024,0.098,10.0,0.0,0.0,0.0,0.034,0.015,0.105,0.017,0.00041,0.009,0.024,0.139,0.018,0.00013000000000000002,0.00015,6e-06,0.0313,3.7e-05,5.3e-05,0.00031,8.8e-05,0.00041,0.0,0.00041,0.00041,0.0335,0.0,0.0,0.0,6e-05,0.0,0.0,0.00024,5.9999999999999995e-05,0.000119,0.0,180.0,"1 cup,  (1"" pieces)",,,0.0,19
6058,"CHILI CON CARNE W/BNS,CND ENTREE",75.69,5.8,3.47,1.94,13.1,3.3,1.87,0.096,0.297,467.0,23.0,0.0,1.0,1.253,1.412,0.4,0.033,0.00134,0.028,0.087,0.264,0.449,0.0008900000000000001,0.000205,3.6e-05,0.0002,1.9e-05,2.9e-05,0.000782,0.00010499999999999999,0.00021,0.0,0.00021,0.00021,0.0225,2.8000000000000003e-06,0.0,9e-05,0.00233,0.00085,0.00663,0.00151,0.0005,4.599999999999999e-05,0.009,242.0,1 cup,,,0.0,107
6059,RYE GRAIN,10.6,10.34,1.63,1.57,75.86,15.1,0.98,0.367,1.456,11.0,1.0,0.0,0.0,0.197,0.208,0.767,0.024,0.00263,0.11,0.332,0.51,0.002,0.00265,0.002577,0.000139,0.0,0.000316,0.000251,0.0042699999999999995,0.000294,0.00038,0.0,0.00038,0.00038,0.0304,0.0,0.0,0.0,7e-05,0.0,0.0,0.0021,0.00085,5.9000000000000004e-05,0.0,169.0,1 cup,,,0.0,338
6060,"SILK VANILLA,SOYMILK",91.32,2.47,1.44,0.65,4.12,0.4,2.88,,,206.0,,1.2,49.0,0.206,,,0.123,0.00044,0.016,,0.123,0.039,0.00025,,2.2999999999999997e-05,0.0,,0.00020999999999999998,,,0.0001,,0.0001,,,1.2299999999999999e-05,,,,,,,,,0.0,243.0,1 cup,,,0.0,41
6061,"PRICKLY PEARS,RAW (NORTHERN PLAINS INDIANS)",89.22,0.12,0.11,0.38,10.17,5.3,1.02,0.019,,,,,,,,,0.18,0.0002,0.069,0.011,0.13,0.004,0.00014000000000000001,0.000583,1e-06,0.011,8e-06,3.2e-05,0.00029299999999999997,7.9e-05,,,,,0.0043,,,,,,,,,2.9e-05,,19.0,"1 pad, peeled",61.0,1 pad,0.0,42
6062,"PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",94.7,0.95,0.18,0.86,3.31,0.9,,0.044,0.023,290.0,,0.0,0.0,0.027,0.012,0.099,0.008,0.0005200000000000001,0.007,0.013,0.072,0.24,5e-05,9.7e-05,2e-06,0.0412,5.1e-05,3.1e-05,0.001082,0.000108,0.0001,0.0,0.0001,0.0001,,0.0,0.0,,,,,,,,0.0,135.0,"1 cup,  chopped or strips",11.6,"1 tablespoon,  chopped",0.0,16
6063,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",67.7,7.6,5.31,2.64,16.75,4.6,,0.3,0.07,662.0,33.0,,,1.61,2.08,1.25,0.066,0.0017800000000000001,0.037,0.126,0.363,0.831,0.0009,0.0006,6.900000000000001e-05,0.0007,8.3e-05,4.9000000000000005e-05,0.00078,0.0001,0.00024,0.0,0.00024,0.00024,,6e-07,0.0,,,,,,,,0.009,263.0,"1 cup,  (8 fl oz)",319.0,"1 can,  (11.25 oz)",0.0,142
6064,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",49.39,22.54,17.35,1.3,9.42,0.3,0.0,0.072,0.889,93.0,28.0,0.2,7.0,4.61,7.09,4.1,0.021,0.0013700000000000001,0.021,0.155,0.185,0.292,0.0016699999999999998,5.7e-05,0.000255,0.0,0.000115,0.000189,0.007043,0.00031,0.00018,0.0001,8e-05,0.00025,0.0635,2.8000000000000003e-06,0.00028,0.0,0.0,0.0,0.0,0.0,0.00124,2.4e-05,0.087,85.0,3 oz,280.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",22.0,289
6065,"SOYMILK,CHOC,UNFORTIFIED",85.61,2.26,1.53,0.65,9.95,0.4,7.86,0.206,0.089,3.0,0.0,0.0,0.0,0.24,0.379,0.836,0.025,0.00047999999999999996,0.015,0.051,0.143,0.053,0.00034,,4.8e-05,0.0017,2.2e-05,0.000262,0.000513,7.7e-05,0.00011,0.0,0.00011,0.00011,0.023600000000000003,7e-06,0.0,0.0,2e-05,0.0,0.0,0.0,1e-05,3e-05,0.0,243.0,1 cup,30.6,1 fl oz,0.0,63
6066,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",73.5,2.7,2.9,1.3,19.7,0.0,18.03,0.024,0.262,105.0,25.0,,,1.74,0.84,0.15,0.101,7.000000000000001e-05,0.012,0.197,0.128,0.286,0.00033,7e-06,1.6e-05,0.0008,3.3e-05,0.000136,7.4e-05,3.5999999999999994e-05,4e-05,0.0,4e-05,4e-05,,3e-06,0.00023,,0.00018,,,,,,0.011,142.0,.5 cup,569.0,"1 package,  yield (2 cups)",0.0,114
6067,"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)",6.49,77.27,8.06,10.58,0.0,0.0,0.0,0.217,,213.0,64.0,15.7,628.0,0.829,1.228,1.739,0.085,0.00296,0.084,0.976,1.72,2.85,0.0017900000000000001,7.9e-05,0.00105,0.0,,,,,,,,,,0.000224,0.00064,,0.0,0.0,0.0,0.0,0.0024100000000000002,0.0,0.227,,,,,0.0,382
6068,"BABYFOOD,DINNER,CHICK&RICE",88.0,1.6,0.9,0.3,9.2,1.1,0.55,0.025,,1170.0,58.0,0.0,1.0,0.211,0.392,0.188,0.018,0.0002,0.008,0.02,0.06,0.025,0.00025,,3e-05,0.001,1e-05,2e-05,0.0003,2.9999999999999997e-05,3e-05,0.0,3e-05,3e-05,0.0067,1e-06,0.0,0.0026,0.00571,0.0,0.0,0.00105,0.00011,1.8e-05,0.01,16.0,1 tbsp,113.0,"1 jar,  Gerber (4 oz)",0.0,51
6069,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST",43.06,11.5,12.35,2.47,30.62,2.3,3.32,0.111,,352.0,68.0,0.0,0.0,5.033,4.049,2.352,0.144,0.0024100000000000002,0.024,0.193,0.197,0.633,0.00132,0.000352,0.000203,0.0017,0.000345,0.00019,0.0038,8e-05,0.00088,0.00053,0.00035,0.00126,0.0263,4.8e-06,0.0006,0.0,0.00091,0.0,0.01884,0.00023,0.00091,6.7e-05,0.023,116.0,1 slice,932.0,1 pizza,0.0,280
6070,"RASPBERRIES,WILD (NORTHERN PLAINS INDIANS)",84.48,1.12,0.28,0.28,13.85,7.5,5.54,0.097,0.3,50.0,2.0,,,,,,0.036,0.00064,0.026,0.041,0.175,0.004,0.00047,0.000368,,0.0264,1.7999999999999997e-05,8e-05,0.00103,0.000104,5e-05,,5e-05,,0.0095,,,2e-05,0.00013,0.00031,0.0,0.0013,0.00057,6.599999999999999e-05,,130.0,1 cup,,,0.0,62
6071,"BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)",33.81,10.56,1.32,1.93,52.38,1.6,8.43,0.128,0.407,0.0,0.0,0.0,0.0,0.36,0.197,0.526,0.219,0.00357,0.029,0.099,0.107,0.422,0.00083,0.000539,0.000215,0.0,0.0005679999999999999,0.00034399999999999996,0.004515,7.000000000000001e-05,0.00106,0.00082,0.00024,0.00163,0.0146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00746,2e-06,0.0,99.0,1 bagel,26.0,"1 mini bagel,  (2-1/2"" dia)",0.0,264
6072,"SOYBEANS,MATURE SEEDS,DRY RSTD",0.8,39.58,21.62,5.28,32.72,8.1,,1.079,0.473,0.0,0.0,0.0,0.0,3.127,4.776,12.207,0.14,0.00395,0.228,0.649,1.364,0.002,0.00477,0.002184,0.000193,0.0046,0.00042699999999999997,0.000755,0.001056,0.000225,0.00205,0.0,0.00205,0.00205,,0.0,0.0,,,,,,,0.00037,0.0,93.0,1 cup,,,0.0,451
6073,"OIL,TOMATOSEED",0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,19.7,22.8,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,,0.0,13.0,1 tablespoon,218.0,1 cup,0.0,884
