Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",88.94,4.01,0.87,1.39,4.8,3.7,0.51,0.036,0.0,0.086,0.036183,0.153,0.00196,0.082,0.05,0.302,0.322,0.00049,0.000161,0.000717,5.5e-05,0.0022,7.8e-05,0.000176,0.000439,7.5e-05,0.000136,0.00121,0.0,0.00121,0.0248,0.0,0.0,0.0,0.07237,0.0,0.0,0.1569,0.00354,0.0,0.005407,0.0,34
"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",58.81,29.08,5.26,1.74,5.13,0.0,0.0,2.947,1.124,1.109,0.09514199999999999,0.006,0.00654,0.021,0.497,0.352,0.079,0.0053,0.014282999999999999,0.000356,0.000361,0.0019,0.000194,0.0034249999999999997,0.017525,0.00711,0.001017,0.00253,0.0,0.00253,0.426,0.0007058,0.09428,0.00011,0.00162,0.00011,0.0,0.0,0.00051,1.2e-05,3.2999999999999996e-05,0.396,191
"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",82.5,0.2,0.1,0.2,17.0,,,,,,0.000552,0.007,0.0002,0.005,0.006,0.074,0.004,5.9999999999999995e-05,,,4e-06,0.0809,1e-05,2.2e-05,0.000263,,1.4e-05,2e-05,0.0,2e-05,,0.0,0.0,,,,,,,,,,63
"CEREALS RTE,QUAKER,QUAKER PUFFED RICE",3.91,7.01,0.9,0.41,87.78,1.4,0.0,0.325,0.18,0.345,0.0,0.009,0.0028599999999999997,0.03,0.118,0.116,0.005,0.0011,0.00023899999999999998,,0.000105,0.0,0.000441,0.000265,0.003525,,0.0,0.00154,0.0015,4e-05,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1e-06,0.0,383
SOY PROTEIN ISOLATE,4.98,80.69,3.39,3.58,7.36,5.6,0.0,0.422,0.645,1.648,0.0,0.178,0.0145,0.039,0.776,0.081,1.005,0.004030000000000001,0.001599,0.0014930000000000002,8e-06,0.0,0.000176,0.0001,0.001438,5.9999999999999995e-05,0.0001,0.00176,0.0,0.00176,0.19090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338
"SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,MADE W/ENR MASA FLR",1.7,7.8,25.6,2.6,62.4,5.3,,4.9,15.09,3.54,0.001113,0.147,0.0037,0.082,0.244,0.216,0.708,0.0012,0.000177,0.000408,0.00013,0.0018,0.0004,0.00035,0.004,0.00029,0.00028599999999999996,0.0013,0.0,0.0013,,5e-07,6e-05,,,,,,,,,0.003,498
"TURKEY,ENHANCED,SKN FROM WHL,(LIGHT & DARK),RSTD",36.92,22.15,40.31,1.37,0.0,0.0,0.0,11.356,15.094,11.903,0.0007859999999999999,0.025,0.00108,0.028,0.244,0.263,0.234,0.00161,6.8e-05,2.5e-05,0.000211,0.0,2.4e-05,0.000235,0.007295,0.00092,0.00029,7e-05,0.0,7e-05,0.07379999999999999,1.59e-05,0.00079,0.0,0.0,0.0,0.0,0.0,0.00015,1.4e-05,0.0,0.144,451
"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.0,33.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.00613,,,0.0,884
"CANDIES,MARS SNACKFOOD US,MILKY WAY BAR",6.3,4.01,17.23,1.3,71.17,1.0,59.69,12.016,2.23,0.26,0.00033,0.115,0.00049,0.02,0.067,0.124,0.167,0.00069,0.000147,0.000147,2e-05,0.0007,4.6e-05,0.000103,0.000154,0.000155,1.4e-05,4e-05,0.0,4e-05,0.0165,1.8e-06,0.00031,0.0,4e-05,0.0,0.0,1e-05,0.0008900000000000001,4e-06,3.6e-05,0.009,456
"BEEF,SHRT LOIN,TOP LN,STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRLLD",54.99,26.16,18.45,1.02,0.0,0.0,0.0,7.264,7.688,0.683,0.0,0.017,0.00175,0.021,0.195,0.316,0.052,0.0046500000000000005,8.5e-05,8.999999999999999e-06,0.000281,0.0,6.500000000000001e-05,0.000115,0.007095,0.000515,0.000521,8e-05,,8e-05,0.0996,1.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00047999999999999996,,1.6e-05,0.097,278
"VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",80.5,16.3,2.3,1.1,0.0,0.0,,0.79,0.59,0.31,0.0,0.007,0.00523,0.012,0.288,0.274,0.108,0.00116,0.000241,1.7999999999999997e-05,0.00017199999999999998,0.039,4.7e-05,0.000231,0.004025,,0.00011,0.00011,0.0,0.00011,,3.83e-05,0.0,,,,,,,,,0.229,90
"INF FORMU, ME JOH, ENF, LAC, LI, W/ IR,LI CO,N RE,W/ AR & DH",75.47,2.68,7.11,0.64,14.42,0.0,13.96,3.059,2.642,1.411,0.0011309999999999998,0.104,0.0023,0.01,0.07,0.14,0.038,0.00128,9.6e-05,,3.6e-05,0.015300000000000001,0.000102,0.000179,0.0012829999999999999,,7.7e-05,0.0002,0.0002,0.0,0.015,3.8e-06,0.00113,0.0,0.0,0.0,0.0,0.0,0.0017,1.8999999999999998e-05,0.000102,0.002,132
"LAMB,AUS,IMP,FRSH,FORESHANK,LN&FAT,1/8""FAT,RAW",68.31,18.85,12.68,0.85,0.0,,,5.981,5.293,0.596,,0.012,0.00138,0.019,0.158,0.27,0.096,0.0054,9.2e-05,8.999999999999999e-06,7.2e-05,,9.4e-05,0.000219,0.005265,0.000623,0.000264,,,,,2.48e-05,,,,,,,,,,0.067,195
"DOMINO'S 14"" PEPPERONI PIZZA,ULTIMATE DEEP DISH CRUST",41.9,11.52,12.1,2.6,31.89,2.4,3.91,4.856,3.618,2.55,,0.149,0.00254,0.024,0.197,0.19,0.693,0.00133,0.000114,0.000298,0.000245,0.0004,0.00035999999999999997,0.00019,0.00325,,7.000000000000001e-05,,,,,5.2e-06,,,,,,,0.00088,,5.9000000000000004e-05,0.024,283
"SALMON,SOCKEYE,CKD,DRY HEAT",68.0,25.4,6.69,1.43,0.0,0.0,0.0,1.409,2.22,2.272,0.0006209999999999999,0.012,0.0005,0.036,0.317,0.408,0.134,0.0005,7.199999999999999e-05,1.3e-05,0.000365,0.0,0.000215,0.00014000000000000001,0.009698,0.001371,0.0006929999999999999,9e-05,0.0,9e-05,0.11270000000000001,5.67e-05,0.00069,0.0,0.0,0.0,0.0,0.0,0.00114,0.00013099999999999999,1e-06,0.063,169
"TURKEY,RTL PARTS,THIGH,MEAT ONLY,RAW",75.62,20.6,3.69,1.03,0.0,0.0,0.0,0.782,0.749,0.722,0.00018899999999999999,0.004,0.0014199999999999998,0.022,0.177,0.269,0.075,0.0029500000000000004,8.3e-05,6e-06,0.000215,0.0,5.9e-05,0.000307,0.006183,0.0013,0.000482,7e-05,,7e-05,0.07590000000000001,2.17e-05,0.00019,0.0,0.0,0.0,0.0,6e-05,0.00017999999999999998,5e-06,0.0,0.078,116
"STURGEON,MXD SP,SMOKED",62.5,31.2,4.4,1.9,0.0,0.0,0.0,1.037,2.356,0.436,0.002799,0.017,0.00093,0.047,0.281,0.379,0.739,0.0005600000000000001,5e-05,2.9999999999999997e-05,0.000201,0.0,8.999999999999999e-05,8.999999999999999e-05,0.0111,0.001,0.00027,0.0002,0.0,0.0002,0.0873,2.9e-05,0.0028,0.0,0.0,0.0,0.0,0.0,0.0005,0.000161,1e-06,0.08,173
"CEREALS RTE,QUAKER WHL HEARTS OAT CRL",2.75,7.63,5.61,3.92,80.1,9.1,21.53,0.839,2.689,1.465,0.011892,0.0,0.03211,0.077,0.322,0.568,0.554,0.011890000000000001,,,,0.0713,0.002378,0.001348,0.015855,,0.0015860000000000002,0.01427,,,,4.75e-05,,,,,,,0.00558,,,0.0,376
"CORN FLR,WHOLE-GRAIN,WHITE",10.91,6.93,3.86,1.45,76.85,7.3,0.64,0.543,1.018,1.759,8.999999999999999e-06,0.007,0.0023799999999999997,0.093,0.272,0.315,0.005,0.00173,0.00023,0.00046,0.000154,0.0,0.000246,8e-05,0.0019,0.0006580000000000001,0.00037,0.00025,0.0,0.00025,0.0216,0.0,0.0,0.0,1e-05,1e-05,0.0,5e-05,0.00041999999999999996,0.0,3e-06,0.0,361
"CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",69.1,19.3,6.8,3.8,1.0,0.0,,2.8,,0.3,,0.017,0.0024,,,0.352,1.342,,,,,,8.999999999999999e-05,0.00023999999999999998,0.004200000000000001,,,,,,,,,,,,,,,,,0.065,142
"CARAMBOLA,(STARFRUIT),RAW",91.38,1.04,0.33,0.52,6.73,2.8,3.98,0.019,0.03,0.184,0.000183,0.003,8e-05,0.01,0.012,0.133,0.002,0.00011999999999999999,0.00013700000000000002,3.7e-05,6e-06,0.0344,1.4e-05,1.6e-05,0.000367,0.000391,1.7e-05,0.00012,0.0,0.00012,0.0076,0.0,0.0,0.00024,0.00025,0.0,0.0,0.00066,0.00015,0.0,0.0,0.0,31
"TOPPINGS,NUTS IN SYRUP",14.69,4.5,22.0,0.73,58.08,2.3,36.72,1.96,4.97,13.73,2.1000000000000002e-05,0.035,0.0010500000000000002,0.054,0.118,0.151,0.042,0.0010500000000000002,0.00054,0.0012070000000000002,2.1000000000000002e-05,0.0003,0.00017999999999999998,0.00011999999999999999,0.000373,0.000207,0.000178,0.00026,0.0,0.00026,0.011800000000000001,0.0,0.0,0.0,4e-05,0.0,0.0,3e-05,0.00023,0.0,9e-06,0.0,448
"PICKLES,CUCUMBER,DILL OR KOSHER DILL",94.34,0.5,0.3,2.45,2.41,1.0,1.07,0.079,0.005,0.122,0.000375,0.057,0.00026000000000000003,0.007,0.016,0.117,0.809,0.0001,2.8e-05,6.2e-05,0.0,0.0023,4.4999999999999996e-05,5.7e-05,0.00010899999999999999,0.000201,3.5000000000000004e-05,8e-05,0.0,8e-05,0.0034,0.0,0.0,0.00013,0.00053,0.0003,0.0,0.00028,2.9999999999999997e-05,0.0,0.000173,0.0,12
"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD",65.14,28.61,6.52,1.06,0.0,0.0,0.0,1.707,2.63,2.187,6e-05,0.017,0.00157,0.024,0.193,0.257,0.112,0.0045,0.000112,7e-06,0.00031,0.0,6.500000000000001e-05,0.00035299999999999996,0.005593,0.00115,0.00041,9e-05,0.0,9e-05,0.1181,2.53e-05,6e-05,0.0,0.0,0.0,0.0,7e-05,7.000000000000001e-05,3e-06,0.0,0.118,173
"CHEESE,SWISS",37.12,26.93,27.8,2.77,5.38,0.0,1.32,17.779,7.274,0.972,0.00249,0.791,0.0002,0.038,0.567,0.077,0.07,0.00436,4.2999999999999995e-05,5e-06,0.000182,0.0,6.3e-05,0.000296,9.2e-05,0.000429,8.3e-05,6e-05,0.0,6e-05,0.0155,3.34e-05,0.00214,0.0,0.0007,0.0,0.0,0.0,0.00038,5e-06,2.5e-05,0.092,380
"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",15.6,0.0,0.0,0.5,83.9,0.0,,0.0,,,0.0,0.023,0.00074,0.009,0.008,0.063,0.071,2.9999999999999997e-05,5.9999999999999995e-05,8.8e-05,8e-06,0.0,6e-06,4.7e-05,2e-05,3.5000000000000004e-05,8.999999999999999e-06,3e-05,0.0,3e-05,,0.0,0.0,,,,,,,,,0.0,319
"GINKGO NUTS,DRIED",12.4,10.35,2.0,2.8,72.45,,,0.381,0.739,0.737,0.0032730000000000003,0.02,0.0016,0.053,0.269,0.998,0.013,0.00067,0.000536,0.00022,,0.0293,0.00043,0.000176,0.011732,0.001345,0.000641,0.00106,0.0,0.00106,,0.0,0.0,,,,,,,0.0,,0.0,348
"SAPODILLA,RAW",78.0,0.44,1.1,0.5,19.96,5.3,,0.194,0.521,0.011,0.00018,0.021,0.0008,0.012,0.012,0.193,0.012,0.0001,8.599999999999999e-05,,6e-06,0.0147,0.0,2e-05,0.0002,0.000252,3.7e-05,0.00014,0.0,0.00014,,0.0,0.0,,,,,,,,,0.0,83
"INF FORMULA,PBM PRODUCTS,STORE BRAND,PDR",2.0,12.0,28.0,2.0,56.0,0.0,56.0,12.761,11.131,3.951,0.004731,0.331,0.0095,0.036,0.221,0.441,0.118,0.0039,0.00037,,0.00011,0.0433,0.00053,0.00079,0.00394,,0.00033,0.00039,0.00039,0.0,0.08170000000000001,1.02e-05,0.00473,0.0,0.0,0.0,0.0,0.0,0.0033799999999999998,7.599999999999999e-05,0.00043,0.032,524
"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",84.3,3.27,0.61,1.62,9.8,0.8,2.04,0.204,,,0.00306,0.008,0.00044,,,,0.363,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.004,57
"PIE CRUST,STANDARD-TYPE,DRY MIX",7.6,6.9,31.4,2.0,52.1,,,7.974,17.887,3.968,0.0,0.061,0.00222,0.015,0.086,0.064,0.753,0.0004,7.5e-05,0.000315,0.00022899999999999998,0.0,0.00039200000000000004,0.000213,0.002727,0.000268,6.4e-05,0.00104,0.00086,0.00018,,0.0,0.0,,,,,,,,,0.0,518
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",62.28,28.21,1.29,1.67,0.0,0.0,,0.42,0.243,0.403,0.00018,0.037,0.0016,0.044,0.285,0.522,0.047,0.0010500000000000002,0.00011,1.9e-05,0.000468,0.001,3.8e-05,0.000122,0.018756000000000002,0.00048499999999999997,0.0009809999999999999,0.0001,0.0,0.0001,,2.19e-05,0.00018,,,,,,,,,0.06,132
REDDI WIP FAT FREE WHIPPED TOPPING,66.44,3.0,5.0,0.56,25.0,0.4,16.0,2.869,1.25,0.299,0.000525,0.108,2.9999999999999997e-05,0.008,0.068,0.108,0.072,0.00031,1.9e-05,,3e-05,0.0,0.000148,0.000619,0.000364,,0.000123,0.00017,0.0,0.00017,0.0,1.48e-05,0.00048,0.0,9e-05,0.0,0.0,0.0,8.999999999999999e-05,0.0,3e-06,0.016,149
"MORNINGSTAR FARMS CHIK'N GRILL VEGGIE PATTIES,FRZ,UNPREP",70.8,12.8,4.8,1.4,10.2,5.7,0.2,0.4,2.4,1.5,3.2999999999999996e-05,0.054,0.002,0.035,0.153,0.32,0.519,0.0005,,,,0.0,2.9999999999999997e-05,1e-05,0.0,,0.0,5e-05,,5e-05,,0.0,,,,,,,,0.0,,0.0,118
"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",62.55,16.64,8.97,1.91,9.93,6.0,3.0,1.297,1.981,5.064,2.7e-05,0.102,0.00514,0.086,0.245,0.515,0.237,0.00115,0.00040699999999999997,0.000824,7.3e-05,0.0017,0.000155,0.000285,0.000399,0.000179,0.00023400000000000002,0.00054,0.0,0.00054,,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.00035,0.0,0.000192,0.0,173
"SHRIMP,MXD SP,CKD,BREADED&FRIED",52.86,21.39,12.28,1.99,11.47,0.4,0.8,2.087,3.812,5.085,0.0005669999999999999,0.067,0.00126,0.04,0.218,0.225,0.344,0.00138,0.00027400000000000005,0.0001,0.00041700000000000005,0.0015,0.000129,0.000136,0.00307,0.00035,9.800000000000001e-05,0.00033,9e-05,0.00023,0.0912,1.87e-05,,,,,,,0.0013,1e-06,1e-05,0.138,242
"CARDOON,RAW",94.0,0.7,0.1,1.13,4.07,1.6,,0.011,0.018,0.041,0.0,0.07,0.0007,0.042,0.023,0.4,0.17,0.00017,0.000231,0.000256,2e-06,0.002,2e-05,2.9999999999999997e-05,0.0003,0.00033800000000000003,0.000116,0.00068,0.0,0.00068,,0.0,0.0,,,,,,,0.0,,0.0,17
"SOUP,BF BROTH OR BOUILLON,PDR,DRY",3.27,15.97,8.89,54.5,17.4,0.0,16.71,4.32,3.616,0.332,0.0,0.06,0.001,0.051,0.32,0.446,26.0,0.0,0.0,0.00045900000000000004,0.00027600000000000004,0.0,7.000000000000001e-05,0.000243,0.004467,0.0003,0.0002,0.00032,0.0,0.00032,0.1134,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00217,0.0,3.2e-05,0.01,213
"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",88.9,2.0,0.9,0.5,7.7,,0.0,,,,0.001248,0.014,0.00039,0.006,0.028,0.046,0.049,0.0004,2.9e-05,,2.1000000000000002e-05,0.0008,4.9000000000000005e-05,4e-05,0.000574,0.000208,4.7e-05,7e-05,0.0,7e-05,,9e-07,0.0,,,,,,0.00023999999999999998,,,,48
"MCDONALD'S,SAUSAGE MCMUFFIN",38.94,12.66,21.06,2.81,24.52,1.4,1.93,7.253,7.749,3.234,0.00078,0.224,0.00204,0.021,0.163,0.188,0.693,0.00128,9.1e-05,0.000254,,0.0,0.000347,0.00028799999999999995,0.004184,0.000554,0.000153,0.00069,,,,4.5e-06,,,,,,,0.00028000000000000003,,,0.039,333
"COCOA,DRY PDR,UNSWTND",3.0,19.6,13.7,5.8,57.9,37.0,1.75,8.07,4.57,0.44,0.0,0.128,0.013859999999999999,0.499,0.734,1.524,0.021,0.006809999999999999,0.0037879999999999997,0.003837,0.000143,0.0,7.8e-05,0.000241,0.002185,0.000254,0.000118,0.00032,0.0,0.00032,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.00038,0.0001,0.0,2.5e-05,0.0,228
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",72.3,21.17,5.33,1.13,0.07,0.0,0.0,2.124,2.648,0.582,3.2999999999999996e-05,0.012,0.00266,0.024,0.234,0.403,0.074,0.006719999999999999,7.099999999999999e-05,1.3e-05,0.000238,0.0,8.999999999999999e-05,0.000206,0.004549,0.00076,0.0005639999999999999,3e-05,0.0,3e-05,0.0683,2.6600000000000003e-05,3e-05,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,1.5e-05,0.064,133
"WENDY'S,CHICK NUGGETS",44.15,16.46,22.55,2.52,14.31,,0.08,4.787,6.138,10.117,,0.011,0.00062,0.022,0.271,0.25,0.708,0.00061,6.1e-05,0.00019,0.00025,0.0013,7.9e-05,0.000122,0.006042,0.000905,0.000254,,,,,3.3e-06,,,,,,,,,8e-05,0.05,326
"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",71.08,15.57,2.92,0.55,9.88,2.8,,0.346,1.18,0.73,2.1000000000000002e-05,0.051,0.0012,0.054,0.128,0.245,0.004,0.00138,0.000231,0.0006760000000000001,2.6000000000000002e-05,0.0011,0.000134,5.3e-05,0.000495,0.000188,8.999999999999999e-06,0.00059,0.0,0.00059,,0.0,0.0,,,,,,,0.0,,0.0,119
"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",70.9,10.2,6.2,2.0,10.4,3.2,0.9,0.8,1.6,3.7,0.0,0.035,0.0018,,0.14,0.226,0.471,0.0007,,,,0.0,0.0013,0.0009,0.0154,0.0012,0.0011,,,,,7.3e-05,,,,,,,,,,0.001,138
"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",65.57,25.73,5.72,1.5,0.0,0.0,0.0,1.721,2.721,0.401,0.0,0.008,0.00302,0.023,0.234,0.293,0.073,0.00783,0.000121,0.0,0.000252,0.0,0.00011,0.000229,0.003612,0.0,0.00032,8e-05,0.0,8e-05,,3.37e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,,,0.065,161
"BEEF,LOIN,TOP SIRLOIN CAP STK,BNLS,LN & FAT,1/8"" FAT,SEL,RAW",68.6,20.1,10.9,0.9,0.0,0.0,0.0,3.93,5.626,0.366,3.9e-05,0.007,0.0027400000000000002,0.024,0.207,0.339,0.078,0.00782,0.000121,,0.000287,0.0,0.000145,0.00026700000000000004,0.00363,,0.000371,3e-05,0.0,3e-05,,2.6000000000000002e-05,4e-05,0.0,0.0,0.0,0.0,0.0,,1e-06,1.5e-05,0.068,179
"BREAD,PITA,WHITE,UNENR",32.1,9.1,1.2,1.9,55.7,2.2,,0.166,0.105,0.535,0.0,0.086,0.0014,0.026,0.097,0.12,0.536,0.0008399999999999999,0.00016800000000000002,0.000481,,0.0,0.00026700000000000004,9.7e-05,0.002142,0.000397,3.4e-05,0.00024,0.0,0.00024,,0.0,0.0,,,,,,,,,0.0,275
"DOVE,CKD (INCL SQUAB)",62.0,23.9,13.0,1.1,0.0,0.0,0.0,3.739,5.462,2.733,0.000285,0.017,0.00591,0.026,0.332,0.256,0.057,0.00383,0.000763,,0.000201,0.0029,0.00028000000000000003,0.00035,0.0076,,0.00057,6e-05,0.0,6e-05,0.0636,4.1e-06,0.00028,0.0,0.0,0.0,0.0,0.0,5.9999999999999995e-05,2e-06,4e-05,0.116,213
"VEAL,SIRLOIN,LN&FAT,RAW",71.85,19.07,7.81,1.04,0.0,0.0,0.0,3.35,3.04,0.51,0.0,0.011,0.00078,0.024,0.209,0.329,0.076,0.0025499999999999997,0.00011,2.7e-05,8.5e-05,0.0,8e-05,0.0003,0.00844,0.00136,0.00049,0.00013,0.0,0.00013,0.0823,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,4.599999999999999e-05,0.078,152
"PORK,FRSH,SHLDR,WHL,LN,RAW",72.63,19.55,7.14,1.02,0.0,0.0,,2.47,3.23,0.77,1.7999999999999997e-05,0.014,0.00122,0.021,0.202,0.341,0.076,0.00314,9.7e-05,1.2e-05,0.000295,0.0008,0.000884,0.000314,0.004275,0.0008219999999999999,0.000415,5e-05,0.0,5e-05,,8.4e-06,2e-05,,,,,,,,,0.067,148
"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",62.1,26.77,10.85,1.08,0.0,0.0,0.0,4.116,4.625,0.418,0.0,0.007,0.00216,0.018,0.17,0.219,0.035,0.00456,6.900000000000001e-05,1e-05,0.000266,0.0,6.7e-05,0.000134,0.004517,0.000528,0.000352,8e-05,0.0,8e-05,0.102,1.3700000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,,1.4e-05,0.084,212
"CABBAGE,RAW",92.18,1.28,0.1,0.64,5.8,2.5,3.2,0.034,0.017,0.017,0.000294,0.04,0.00047,0.012,0.026,0.17,0.018,0.00017999999999999998,1.9e-05,0.00016,3e-06,0.0366,6.1e-05,4e-05,0.00023400000000000002,0.000212,0.000124,0.00043,0.0,0.00043,0.0107,0.0,0.0,0.00033,0.00042,0.0,0.0,0.0003,0.00015,0.0,0.00076,0.0,25
"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",3.0,16.8,23.71,6.79,49.71,33.9,1.53,12.64,7.38,0.769,0.0,0.122,0.0145,0.476,0.758,2.509,0.02,0.0067,0.00361,,0.000123,0.0,8e-05,0.00037,0.0018,,0.00019,0.00038,0.0,0.00038,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.00017999999999999998,0.0,4.4000000000000006e-05,0.0,479
"CRANBERRY JUC,UNSWTND",87.13,0.39,0.13,0.15,12.2,0.1,12.1,0.01,0.023,0.07,0.000135,0.008,0.00025,0.006,0.013,0.077,0.002,0.0001,5.5e-05,,1e-06,0.009300000000000001,8.999999999999999e-06,1.7999999999999997e-05,9.1e-05,,5.2e-05,1e-05,0.0,1e-05,0.0033,0.0,0.0,0.0,0.00027,0.0,0.0,0.00068,0.0012,0.0,5.1e-05,0.0,46
"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES",2.5,5.0,11.6,,78.9,2.2,35.8,3.9,2.5,3.9,0.006521999999999999,,0.0078,0.021,0.058,0.16,0.487,0.0006,,,,,0.00065,0.00074,0.0087,,0.0009,0.00174,,,,,,,,,,,,,,0.0,438
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",53.85,16.34,27.93,0.77,0.0,0.0,,11.51,12.02,1.01,0.0,0.009,0.00172,0.016,0.154,0.267,0.054,0.00366,5.8e-05,1.2e-05,0.000163,0.0,8e-05,0.00013000000000000002,0.00278,0.00031,0.00031,5e-05,0.0,5e-05,0.0682,2.79e-05,,,,,,,,,,0.071,322
"INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANC,W/ IRON,PDR,NOT RECON",2.25,10.89,28.87,3.26,54.73,0.0,54.73,9.873,10.491,6.396,0.0047339999999999995,0.41,0.009470000000000001,0.032,0.221,0.552,0.126,0.00394,0.00047299999999999995,2.6e-05,0.000116,0.047299999999999995,0.000526,0.000789,0.005522,0.002367,0.000316,0.00079,0.00079,0.0,0.064,1.32e-05,0.00473,0.0,0.0,0.0,0.0,0.0,0.00529,7.900000000000001e-05,0.000421,0.014,522
"ALCOHOLIC BEV,CREME DE MENTHE,72 PROOF",28.3,0.0,0.3,0.01,41.6,0.0,41.6,0.014,0.015,0.167,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0,0.005,4e-05,8e-05,4e-05,4e-06,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371
"ONION RINGS,BREADED,PAR FR,FRZ,UNPREP",51.22,3.15,14.1,1.0,30.53,1.8,,4.534,5.738,2.7,0.0,0.046,0.00093,0.014,0.049,0.19,0.246,0.00035999999999999997,7.4e-05,0.000299,2.4e-05,0.0046,0.0001,7.9e-05,0.0006929999999999999,0.00023999999999999998,0.000132,0.00048,0.00029,0.00019,,0.0,0.0,,,,,,,0.0,,0.0,258
"DUCK,DOMESTICATED,MEAT&SKN,RAW",48.5,11.49,39.34,0.68,0.0,0.0,0.0,13.22,18.69,5.08,0.000504,0.011,0.0024,0.015,0.139,0.209,0.063,0.00136,0.000236,1.7e-05,0.000124,0.0028,0.00019700000000000002,0.00020999999999999998,0.003934,0.0009509999999999999,0.00019,0.00013,0.0,0.00013,0.031,2.5e-06,0.0005,0.0,0.0,0.0,0.0,0.0,0.0007,7e-06,5.5e-05,0.076,404
"SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O",90.0,1.8,3.75,0.6,3.8,0.1,,0.98,1.65,0.95,0.001395,0.012,0.00035999999999999997,0.004,0.011,0.063,0.327,0.0004,0.0001,0.0001,,0.0,1e-05,4.6e-05,0.0006680000000000001,0.0001,2e-05,0.0,0.0,0.0,,2e-07,0.0,,,,,,,,,0.004,54
